motif	region	region.gc	region.avgid	RNAphylo	RNAphylo.fdr	hmmpair	no.seq	alignment.len	avgid	no.bps	fraction.paired	expected.covary	observed.covary	alignment.power	fraction.covarying
K02067_downstream.h2_1.h2_3	K02067_downstream	(0.44,0.48]	(41,46]	4.59	6.25	2.88786	61	101	73.03	8	15.841584158415841	1	0	12.5	0
K03531_downstream.h1_1	K03531_downstream	(0.4,0.44]	(41,46]	83.35	1.4084507042253522	0.962773	29	39	63.23	15	76.92307692307693	4.2	5	28.000000000000004	33.33333333333333
K09748_upstream.h1_2.h2_2.h1_1	K09748_upstream	(0.4,0.44]	(46,54]	28.39	1.1764705882352942	0.588205	114	60	66.62	10	33.33333333333333	2.3	0	23	0
K01251_downstream.h2_1	K01251_downstream	(0.4,0.44]	(46,54]	126.5	1.1764705882352942	5.72458	58	56	55.74	10	35.714285714285715	2.9	4	28.999999999999996	40
K01595_downstream.h1_2	K01595_downstream	(0.44,0.48]	(46,54]	30.8	2.7027027027027026	4.94408	10	31	63.65	13	83.87096774193549	0.8	4	6.153846153846154	30.76923076923077
K06197_downstream.h1_2	K06197_downstream	(0.36,0.4]	(54,63]	13.85	10	6.03646e-7	8	40	67.82	12	60	0.3	1	2.5	8.333333333333332
K17892_upstream.h1_3.h2_1	K17892_upstream	(0.44,0.48]	(46,54]	27.52	5.405405405405405	9.52803e-8	27	66	69.57	13	39.39393939393939	1.5	0	11.538461538461538	0
K02094_downstream.h1_1.h2_1	K02094_downstream	(0.4,0.44]	(41,46]	76.28	1.4084507042253522	4.84279	76	51	60.79	10	39.21568627450981	3	1	30	10
K02586_upstream.h1_1	K02586_upstream	(0.4,0.44]	(54,63]	17.3	10	1.10087	16	40	69.88	13	65	1	2	7.6923076923076925	15.384615384615385
K05376_downstream.h1_3	K05376_downstream	(0.4,0.44]	(46,54]	52.67	1.1764705882352942	3.40695	35	31	59.18	11	70.96774193548387	3.1	5	28.18181818181818	45.45454545454545
K09942_downstream.h2_2	K09942_downstream	(0.44,0.48]	(41,46]	228.58	6.25	3.60011	68	80	47.29	11	27.500000000000004	5.5	9	50	81.81818181818183
K06890_downstream.h2_1.h2_2.h1_3.h1_4	K06890_downstream	(0.4,0.44]	(41,46]	180.35	1.4084507042253522	5.6357	41	92	59.17	21	45.65217391304348	8.2	11	39.047619047619044	52.38095238095239
K01480_upstream.h2_3	K01480_upstream	(0.4,0.44]	(46,54]	151.87	1.1764705882352942	6.82113	54	117	52.26	21	35.8974358974359	7.5	8	35.714285714285715	38.095238095238095
K02716_upstream.h1_4.h2_2	K02716_upstream	(0.4,0.44]	(46,54]	20.88	1.1764705882352942	0.299838	22	84	86.65	29	69.04761904761905	0.4	0	1.3793103448275863	0
K03292_upstream.h2_1.h2_3	K03292_upstream	(0.4,0.44]	(46,54]	38.66	1.1764705882352942	4.06325	21	71	90.87	20	56.33802816901409	0.1	3	0.5	15
K03312_upstream.h1_3.h2_1	K03312_upstream	(0.36,0.4]	(54,63]	91.01	10	5.41862	33	83	70.17	11	26.506024096385545	1.2	6	10.909090909090908	54.54545454545454
K02294_upstream.h2_3	K02294_upstream	(0.36,0.4]	(54,63]	5.15	10	8.94861e-4	21	79	92.55	9	22.78481012658228	0.1	0	1.1111111111111112	0
K03301_upstream.h2_1	K03301_upstream	(0.4,0.44]	(54,63]	37.13	6.666666666666667	3.98321	30	114	62.81	20	35.08771929824561	2	1	10	5
K03301_upstream.h1_1	K03301_upstream	(0.4,0.44]	(54,63]	29.29	6.666666666666667	3.87709	24	47	84.57	17	72.3404255319149	0.8	0	4.705882352941177	0
K01783_downstream.h1_1	K01783_downstream	(0.4,0.44]	(46,54]	120.19	1.1764705882352942	3.57044	42	36	56.79	13	72.22222222222221	5.5	10	42.30769230769231	76.92307692307693
K01845_downstream.h1_1	K01845_downstream	(0.4,0.44]	(41,46]	39.44	1.4084507042253522	1.88447	27	39	69.26	15	76.92307692307693	2.7	9	18.000000000000004	60
K02040_upstream.h1_3	K02040_upstream	(0.36,0.4]	(46,54]	1062.13	2.7777777777777777	0.175873	320	31	47.6	6	38.70967741935484	5.6	6	93.33333333333333	100
K01772_downstream.h2_2	K01772_downstream	(0.4,0.44]	(46,54]	58.5	1.1764705882352942	2.95149	60	53	55.73	13	49.056603773584904	6.9	11	53.07692307692308	84.61538461538461
K07738_downstream.h2_1.h2_2	K07738_downstream	(0.4,0.44]	(54,63]	96.88	3.3333333333333335	5.25351	59	93	60.25	21	45.16129032258064	6.3	7	30	33.33333333333333
K02355_downstream.h1_1	K02355_downstream	(0.4,0.44]	(54,63]	109.3	3.3333333333333335	4.71517	18	35	55.76	13	74.28571428571429	2.4	7	18.46153846153846	53.84615384615385
K00981_upstream.h1_2	K00981_upstream	(0.4,0.44]	(54,63]	53.65	3.3333333333333335	1.87466	16	44	52.08	17	77.27272727272727	3.6	9	21.176470588235293	52.94117647058824
K02284_downstream.h2_1	K02284_downstream	(0.4,0.44]	(63,100]	420.63	7.142857142857142	9.16761	112	103	51.36	27	52.42718446601942	17.3	19	64.07407407407408	70.37037037037037
K02705_downstream.h1_4	K02705_downstream	(0.36,0.4]	(46,54]	35.05	2.7777777777777777	6.83206	155	34	58.1	11	64.70588235294117	6.6	8	60	72.72727272727273
K03685_upstream.h2_4	K03685_upstream	(0.44,0.48]	(46,54]	392.65	2.7027027027027026	4.97734	93	102	70.95	23	45.09803921568628	8.4	12	36.52173913043478	52.17391304347826
K01873_downstream.h1_5	K01873_downstream	(0.44,0.48]	(46,54]	90.96	2.7027027027027026	0.361049	19	59	54.99	17	57.6271186440678	2.7	4	15.882352941176473	23.52941176470588
K03570_upstream.h1_1	K03570_upstream	(0.36,0.4]	(46,54]	32.85	2.7777777777777777	3.78176	35	47	72.36	15	63.829787234042556	2	4	13.333333333333334	26.666666666666668
K03685_upstream.h2_3.h2_5	K03685_upstream	(0.44,0.48]	(46,54]	169.33	2.7027027027027026	6.84086	84	111	77.7	28	50.45045045045045	5.7	4	20.357142857142858	14.285714285714285
K00931_upstream.h1_1	K00931_upstream	(0.4,0.44]	(54,63]	130.82	3.3333333333333335	7.78228	37	43	69.3	17	79.06976744186046	3.9	8	22.941176470588236	47.05882352941176
K00602_downstream.h1_3	K00602_downstream	(0.4,0.44]	(46,54]	73	1.1764705882352942	5.93364	30	58	79.85	18	62.06896551724138	1.6	4	8.88888888888889	22.22222222222222
K00611_upstream.h1_2	K00611_upstream	(0.4,0.44]	(54,63]	24.29	6.666666666666667	1.96585	16	32	82.69	5	31.25	0.3	2	6	40
K07015_downstream.h2_3	K07015_downstream	(0.36,0.4]	(35,41]	37.86	5.88235294117647	4.83971	42	60	64.51	8	26.666666666666668	1.1	5	13.750000000000002	62.5
K09942_downstream.h2_1	K09942_downstream	(0.44,0.48]	(41,46]	138.16	6.25	5.77947	58	56	55.55	11	39.285714285714285	4.1	9	37.272727272727266	81.81818181818183
K06962_upstream.h1_2	K06962_upstream	(0.36,0.4]	(54,63]	17.72	10	1.99196	12	43	68.94	11	51.162790697674424	0.3	1	2.727272727272727	9.090909090909092
K02040_upstream.h1_4	K02040_upstream	(0.36,0.4]	(46,54]	260.79	2.7777777777777777	0.305975	298	41	40.53	14	68.29268292682927	13.9	14	99.28571428571429	100
K21480_downstream.h1_2	K21480_downstream	(0.4,0.44]	(41,46]	73.25	1.4084507042253522	9.66523	24	67	60.11	27	80.59701492537313	4.4	4	16.296296296296298	14.814814814814813
K00133_upstream.h1_1	K00133_upstream	(0.4,0.44]	(41,46]	48.07	1.4084507042253522	4.48507	12	37	52.81	13	70.27027027027027	1.3	5	10	38.46153846153847
K02097_downstream.h2_1	K02097_downstream	(0.44,0.48]	(46,54]	49.05	2.7027027027027026	1.92361e-4	33	78	52.19	15	38.46153846153847	3.1	3	20.666666666666668	20
K00988_upstream.h1_1	K00988_upstream	(0.36,0.4]	(46,54]	63.56	2.7777777777777777	2.9058	14	34	44.5	12	70.58823529411765	3.1	8	25.833333333333336	66.66666666666666
K06884_downstream.h1_1	K06884_downstream	(0.4,0.44]	(35,41]	11.42	6.25	1.94264	3	32	84.95	13	81.25	0	0	0	0
K02888_upstream.h2_3	K02888_upstream	(0.4,0.44]	(46,54]	11.06	3.5294117647058822	1.98851	21	63	64.92	11	34.92063492063492	0.5	1	4.545454545454546	9.090909090909092
K02706_downstream.h1_1.h1_5	K02706_downstream	(0.44,0.48]	(46,54]	70.17	2.7027027027027026	7.75664	40	96	71.36	23	47.91666666666667	3.7	5	16.086956521739133	21.73913043478261
K00962_downstream.h1_4	K00962_downstream	(0.4,0.44]	(41,46]	48.04	1.4084507042253522	9.30945e-13	23	45	85.78	12	53.333333333333336	0.1	0	0.8333333333333334	0
K02967_upstream.h1_1.h1_4	K02967_upstream	(0.4,0.44]	(54,63]	433.82	3.3333333333333335	7.16995	182	99	59.34	20	40.4040404040404	10.3	11	51.5	55.00000000000001
K05808_downstream.h2_3	K05808_downstream	(0.44,0.48]	(46,54]	35.77	2.7027027027027026	2.99508	14	46	71.99	12	52.17391304347826	0.5	2	4.166666666666666	16.666666666666664
K02834_downstream.h1_1	K02834_downstream	(0.36,0.4]	(35,41]	33.22	5.88235294117647	1.89513	24	37	73.84	10	54.054054054054056	0.3	0	3	0
K01698_upstream.h2_1	K01698_upstream	(0.4,0.44]	(35,41]	8.7	6.25	0	31	68	82.64	11	32.35294117647059	0	0	0	0
K00789_upstream.h2_1	K00789_upstream	(0.36,0.4]	(46,54]	27.91	2.7777777777777777	1.86038	36	85	61.78	13	30.58823529411765	4.1	4	31.538461538461537	30.76923076923077
K06217_upstream.h1_1	K06217_upstream	(0.36,0.4]	(54,63]	12.44	10	1.98835	18	36	77.57	13	72.22222222222221	0.7	0	5.384615384615384	0
K00602_upstream.h1_4.h2_3	K00602_upstream	(0.44,0.48]	(41,46]	9.12	6.25	0	58	112	55.1	5	8.928571428571429	0.2	0	4	0
K02863_downstream.h2_2.h2_3	K02863_downstream	(0.4,0.44]	(54,63]	50.35	3.3333333333333335	3.92783	171	95	58.07	11	23.157894736842106	3	3	27.27272727272727	27.27272727272727
K03797_downstream.h1_3	K03797_downstream	(0.4,0.44]	(35,41]	44.57	6.25	0.94117	60	57	54.99	4	14.035087719298245	1.9	2	47.5	50
K07015_downstream.h2_1.h2_2	K07015_downstream	(0.36,0.4]	(35,41]	253.55	5.88235294117647	13.4528	38	124	54.19	25	40.32258064516129	10	18	40	72
K05376_downstream.h1_2	K05376_downstream	(0.4,0.44]	(46,54]	64.84	1.1764705882352942	2.3553	35	33	60.26	11	66.66666666666666	2.7	6	24.545454545454547	54.54545454545454
K03312_upstream.h1_2	K03312_upstream	(0.36,0.4]	(54,63]	84.61	10	0.319997	23	30	65.98	9	60	1.5	5	16.666666666666664	55.55555555555556
K07015_downstream.h1_2	K07015_downstream	(0.36,0.4]	(35,41]	82.41	5.88235294117647	6.79234	17	44	68.73	17	77.27272727272727	1.8	7	10.588235294117647	41.17647058823529
K07727_upstream.h1_2.h2_1.h2_2.h2_4	K07727_upstream	(0.4,0.44]	(35,41]	359.53	6.25	2.84803	68	133	42.28	22	33.08270676691729	13.8	18	62.727272727272734	81.81818181818183
K00325_downstream.h1_1	K00325_downstream	(0.4,0.44]	(35,41]	22.93	6.25	5.32694	24	37	69.28	16	86.48648648648648	2.2	1	13.750000000000002	6.25
K02694_upstream.h2_2	K02694_upstream	(0.44,0.48]	(54,63]	148.13	3.225806451612903	0	71	61	71.47	10	32.78688524590164	4.8	5	48	50
K07566_downstream.h2_1.h2_2	K07566_downstream	(0.4,0.44]	(46,54]	33.48	1.1764705882352942	0.7995	48	92	88.43	22	47.82608695652174	0	2	0	9.090909090909092
K00602_downstream.h2_3	K00602_downstream	(0.4,0.44]	(46,54]	79.28	1.1764705882352942	6.95728	30	110	66.13	21	38.18181818181819	1.8	4	8.571428571428571	19.047619047619047
K01951_downstream.h1_1	K01951_downstream	(0.4,0.44]	(35,41]	55.68	6.25	4.75118	13	33	61.69	13	78.78787878787878	1.5	5	11.538461538461538	38.46153846153847
K01738_downstream.h1_1	K01738_downstream	(0.4,0.44]	(41,46]	29.69	1.4084507042253522	0	12	36	82.43	16	88.88888888888889	0.3	2	1.875	12.5
K01887_downstream.h1_1	K01887_downstream	(0.4,0.44]	(41,46]	220.1	1.4084507042253522	5.96866	56	49	83.33	17	69.38775510204081	2.5	5	14.705882352941178	29.411764705882355
K02897_downstream.h1_2	K02897_downstream	(0.4,0.44]	(46,54]	48.86	1.1764705882352942	2.97027	54	29	72.14	10	68.96551724137932	1.8	1	18	10
K02706_upstream.h2_1	K02706_upstream	(0.4,0.44]	(41,46]	19.65	1.4084507042253522	0.552613	31	50	56.62	8	32	1.5	4	18.75	50
K09835_upstream.h2_1	K09835_upstream	(0.4,0.44]	(54,63]	155.79	3.3333333333333335	1.35564	66	91	67.24	18	39.56043956043956	4.8	3	26.666666666666668	16.666666666666664
K01602_downstream.h1_4.h2_2.h2_1	K01602_downstream	(0.4,0.44]	(46,54]	169.38	1.1764705882352942	7.46797	95	86	46.79	12	27.906976744186046	7.4	10	61.66666666666667	83.33333333333334
K19294_downstream.h1_1	K19294_downstream	(0.4,0.44]	(41,46]	38.09	1.4084507042253522	4.30015	7	39	55.78	14	71.7948717948718	0.4	3	2.857142857142857	21.428571428571427
K01992_downstream.h1_2	K01992_downstream	(0.4,0.44]	(46,54]	29.74	1.1764705882352942	0	37	52	47.95	15	57.692307692307686	6	9	40	60
K03075_downstream.h1_5	K03075_downstream	(0.4,0.44]	(46,54]	11.61	3.5294117647058822	1.3987	34	46	74.52	12	52.17391304347826	1	3	8.333333333333332	25
K05376_downstream.h1_1	K05376_downstream	(0.4,0.44]	(46,54]	33.02	1.1764705882352942	3.48894	35	37	60.94	11	59.45945945945946	2.1	6	19.090909090909093	54.54545454545454
K02170_upstream.h2_1	K02170_upstream	(0.36,0.4]	(46,54]	19.89	2.7777777777777777	0.987513	11	89	50.95	17	38.20224719101123	1.8	3	10.588235294117647	17.647058823529413
K10257_downstream.h1_4	K10257_downstream	(0.4,0.44]	(46,54]	25.43	1.1764705882352942	3.94892	5	44	71.19	14	63.63636363636363	0.1	2	0.7142857142857143	14.285714285714285
K04564_downstream.h1_2	K04564_downstream	(0.44,0.48]	(46,54]	74.91	2.7027027027027026	3.03989	39	32	66.8	12	75	2.4	1	20	8.333333333333332
K07217_downstream.h2_1	K07217_downstream	(0.4,0.44]	(35,41]	89.29	6.25	0	15	57	51.78	11	38.59649122807017	1.4	8	12.727272727272727	72.72727272727273
K01624_downstream.h1_1	K01624_downstream	(0.4,0.44]	(35,41]	62.68	6.25	5.52011	35	34	66.6	15	88.23529411764706	3.2	9	21.333333333333336	60
K03596_downstream.h1_1	K03596_downstream	(0.4,0.44]	(46,54]	30.76	1.1764705882352942	5.42788	8	30	63.73	13	86.66666666666667	0.5	3	3.8461538461538463	23.076923076923077
K02835_upstream.h1_3.h2_1.h1_5	K02835_upstream	(0.36,0.4]	(54,63]	5.33	10	4.55404e-5	20	120	89.8	28	46.666666666666664	0.3	0	1.0714285714285714	0
K02501_upstream.h1_4.h2_1.h2_2	K02501_upstream	(0.4,0.44]	(46,54]	88.55	1.1764705882352942	1.93007	49	173	64.53	1	1.1560693641618496	0.2	1	20	100
K02696_downstream.h2_4	K02696_downstream	(0.4,0.44]	(46,54]	123.63	1.1764705882352942	4.21625	39	84	48.36	18	42.857142857142854	6.1	9	33.888888888888886	50
K11960_upstream.h1_1	K11960_upstream	(0.36,0.4]	(54,63]	79.32	10	4.88701	31	34	52.79	12	70.58823529411765	2.8	9	23.333333333333332	75
K07015_downstream.h1_3	K07015_downstream	(0.36,0.4]	(35,41]	36.57	5.88235294117647	4.73729	39	39	71.54	7	35.8974358974359	0.7	5	10	71.42857142857143
K14441_upstream.h2_2	K14441_upstream	(0.4,0.44]	(46,54]	8.98	4.705882352941177	0	50	92	68.16	14	30.434782608695656	1.1	0	7.8571428571428585	0
K00931_upstream.h1_2	K00931_upstream	(0.4,0.44]	(54,63]	60.35	3.3333333333333335	4.42024	51	43	73.1	7	32.55813953488372	1.1	6	15.714285714285717	85.71428571428571
K01772_downstream.h1_2	K01772_downstream	(0.4,0.44]	(46,54]	43.03	1.1764705882352942	4.95958	60	40	61.36	13	65	6	9	46.15384615384615	69.23076923076923
K07240_downstream.h2_2	K07240_downstream	(0.44,0.48]	(41,46]	31.59	6.25	0.00465918	14	54	86.72	14	51.85185185185185	0.4	1	2.857142857142857	7.142857142857142
K03685_upstream.h2_1	K03685_upstream	(0.44,0.48]	(46,54]	108.92	2.7027027027027026	6.85019	38	53	89.29	15	56.60377358490566	1.1	6	7.333333333333333	40
K03046_downstream.h1_1	K03046_downstream	(0.4,0.44]	(35,41]	188.74	6.25	3.29083	29	36	60.49	13	72.22222222222221	3.7	9	28.46153846153846	69.23076923076923
K05376_downstream.h2_1	K05376_downstream	(0.4,0.44]	(46,54]	52.83	1.1764705882352942	3.6606	38	57	53.59	11	38.59649122807017	2.5	6	22.727272727272727	54.54545454545454
K00088_downstream.h2_1.h2_3.h1_4	K00088_downstream	(0.4,0.44]	(46,54]	87.51	1.1764705882352942	6.80182	104	131	60.22	22	33.587786259541986	4.1	7	18.636363636363633	31.818181818181817
K02040_upstream.h1_2	K02040_upstream	(0.36,0.4]	(46,54]	822.32	2.7777777777777777	0.33378	284	30	49.14	6	40	5.5	6	91.66666666666666	100
K00003_upstream.h1_2	K00003_upstream	(0.4,0.44]	(54,63]	107.28	3.3333333333333335	2.92504	32	41	71.92	17	82.92682926829268	2.3	5	13.529411764705882	29.411764705882355
K02718_downstream.h2_4	K02718_downstream	(0.36,0.4]	(54,63]	39.7	10	3.979	22	77	59.08	14	36.36363636363637	1.2	3	8.571428571428571	21.428571428571427
K02696_downstream.h1_1	K02696_downstream	(0.4,0.44]	(46,54]	57.83	1.1764705882352942	4.65064	33	36	67.38	14	77.77777777777779	2.2	6	15.714285714285717	42.857142857142854
K09748_upstream.h1_5	K09748_upstream	(0.4,0.44]	(46,54]	39.62	1.1764705882352942	3.7932	37	33	65.9	9	54.54545454545454	1.3	3	14.444444444444446	33.33333333333333
K01887_downstream.h2_1	K01887_downstream	(0.4,0.44]	(41,46]	236.28	1.4084507042253522	6.9619	68	97	74.22	24	49.48453608247423	4.8	5	20	20.833333333333336
K01733_upstream.h2_1.h2_2	K01733_upstream	(0.4,0.44]	(41,46]	80.18	1.4084507042253522	0.976117	126	74	60.79	8	21.62162162162162	1.5	0	18.75	0
K03501_upstream.h1_4	K03501_upstream	(0.4,0.44]	(35,41]	4.67	6.25	0	17	37	86.3	10	54.054054054054056	0.4	0	4	0
K00962_downstream.h2_2	K00962_downstream	(0.4,0.44]	(41,46]	86.04	1.4084507042253522	1.41484	28	86	63.55	26	60.46511627906976	2.3	4	8.846153846153845	15.384615384615385
K01736_upstream.h1_2	K01736_upstream	(0.4,0.44]	(54,63]	61.24	3.3333333333333335	2.17159	38	34	77.86	8	47.05882352941176	0.8	3	10	37.5
K04564_upstream.h1_2	K04564_upstream	(0.4,0.44]	(46,54]	22.13	1.1764705882352942	4.15038	5	37	64.19	13	70.27027027027027	0	2	0	15.384615384615385
K01649_downstream.h1_1	K01649_downstream	(0.4,0.44]	(41,46]	98.64	1.4084507042253522	0.995534	13	33	63.94	15	90.9090909090909	1.1	3	7.333333333333333	20
K01436_downstream.h1_2	K01436_downstream	(0.4,0.44]	(46,54]	19.52	1.1764705882352942	2.57976	20	43	78.35	13	60.46511627906976	0.6	2	4.615384615384615	15.384615384615385
K04077_downstream.h2_4	K04077_downstream	(0.4,0.44]	(41,46]	222.81	1.4084507042253522	1.96884	79	187	40.72	14	14.973262032085561	8.7	12	62.14285714285713	85.71428571428571
K09951_downstream.h2_4	K09951_downstream	(0.4,0.44]	(41,46]	14.64	1.4084507042253522	0.997213	111	56	55.76	7	25	0.7	1	10	14.285714285714285
K17745_upstream.h2_2	K17745_upstream	(0.36,0.4]	(46,54]	29.69	2.7777777777777777	0.0146435	31	101	69.67	16	31.683168316831683	1.2	0	7.5	0
K01589_downstream.h1_1.h2_4.h1_5.h2_5.h2_1.h1_3	K01589_downstream	(0.4,0.44]	(46,54]	547.35	1.1764705882352942	9.50201	113	197	57.69	49	49.746192893401016	22.9	20	46.73469387755102	40.816326530612244
K09942_downstream.h1_2	K09942_downstream	(0.44,0.48]	(41,46]	106.8	6.25	3.66435	53	43	59.6	12	55.81395348837209	4.1	8	34.166666666666664	66.66666666666666
K01711_upstream.h1_4	K01711_upstream	(0.36,0.4]	(46,54]	118.36	2.7777777777777777	0	83	33	43.82	3	18.181818181818183	2.2	3	73.33333333333334	100
K01872_upstream.h1_2	K01872_upstream	(0.4,0.44]	(41,46]	36.53	1.4084507042253522	2.98855	6	45	57.51	17	75.55555555555556	0.5	3	2.941176470588235	17.647058823529413
K11960_upstream.h1_2.h1_3	K11960_upstream	(0.36,0.4]	(54,63]	34.64	10	6.80284	21	55	74.16	15	54.54545454545454	0.9	4	6.000000000000001	26.666666666666668
K01682_downstream.h1_1	K01682_downstream	(0.4,0.44]	(46,54]	39.37	1.1764705882352942	3.13	46	31	72.41	10	64.51612903225806	1	2	10	20
K03312_upstream.h1_5	K03312_upstream	(0.36,0.4]	(54,63]	58.9	10	3.27304	29	39	76.25	11	56.41025641025641	0.5	4	4.545454545454546	36.36363636363637
K02696_downstream.h1_4	K02696_downstream	(0.4,0.44]	(46,54]	101.67	1.1764705882352942	4.81838	33	33	58.89	13	78.78787878787878	3	8	23.076923076923077	61.53846153846154
K02863_downstream.h1_1	K02863_downstream	(0.4,0.44]	(54,63]	64.7	3.3333333333333335	3.20462	161	58	70.84	11	37.93103448275862	3.4	4	30.909090909090907	36.36363636363637
K03075_downstream.h2_1	K03075_downstream	(0.4,0.44]	(46,54]	10.77	3.5294117647058822	1.32903	35	66	73.15	14	42.42424242424242	1.6	4	11.428571428571429	28.57142857142857
K01602_downstream.h1_5	K01602_downstream	(0.4,0.44]	(46,54]	196.49	1.1764705882352942	4.57831	63	40	57.38	11	55.00000000000001	4.6	9	41.81818181818181	81.81818181818183
K00325_downstream.h2_2	K00325_downstream	(0.4,0.44]	(35,41]	129.61	6.25	1.92987	42	73	48.87	13	35.61643835616438	5.2	10	40	76.92307692307693
K02257_downstream.h1_1	K02257_downstream	(0.4,0.44]	(46,54]	109.47	1.1764705882352942	4.92874	17	33	62.67	14	84.84848484848484	1.3	6	9.285714285714286	42.857142857142854
K07491_upstream.h2_1	K07491_upstream	(0.4,0.44]	(41,46]	188.8	1.4084507042253522	3.76487	34	60	59.48	17	56.666666666666664	3.2	11	18.823529411764707	64.70588235294117
K07462_upstream.h1_2	K07462_upstream	(0.4,0.44]	(41,46]	73.04	1.4084507042253522	0	24	46	51.48	15	65.21739130434783	4.3	3	28.666666666666668	20
K02094_downstream.h1_2	K02094_downstream	(0.4,0.44]	(41,46]	29.42	1.4084507042253522	1.93985	75	44	63.32	9	40.909090909090914	2.7	3	30.000000000000004	33.33333333333333
K02705_downstream.h1_3	K02705_downstream	(0.36,0.4]	(46,54]	222.38	2.7777777777777777	6.77205	171	34	59.57	11	64.70588235294117	6.9	7	62.727272727272734	63.63636363636363
K01601_downstream.h1_4	K01601_downstream	(0.36,0.4]	(54,63]	34.17	10	6.55226e-8	61	60	50.09	24	80	11.9	18	49.583333333333336	75
K06027_downstream.h2_1	K06027_downstream	(0.4,0.44]	(54,63]	234.9	3.3333333333333335	8.4096	108	62	64.39	17	54.83870967741935	6.3	14	37.05882352941177	82.35294117647058
K07496_downstream.h2_3	K07496_downstream	(0.44,0.48]	(41,46]	2249.87	6.25	3.70637	577	68	50.84	10	29.411764705882355	7.8	8	78	80
K07491_upstream.h2_2	K07491_upstream	(0.4,0.44]	(41,46]	87.46	1.4084507042253522	3.25285	23	48	59.85	11	45.83333333333333	1.8	8	16.363636363636363	72.72727272727273
K02718_downstream.h1_1	K02718_downstream	(0.36,0.4]	(54,63]	39.6	10	4.83835	22	40	71.38	16	80	1.1	4	6.875000000000001	25
K02897_downstream.h1_1	K02897_downstream	(0.4,0.44]	(46,54]	171.01	1.1764705882352942	3.13625	56	39	68.62	13	66.66666666666666	2.9	5	22.307692307692307	38.46153846153847
K02276_downstream.h1_2	K02276_downstream	(0.36,0.4]	(46,54]	42.24	2.7777777777777777	1.35568	27	49	47.74	16	65.3061224489796	6.7	12	41.875	75
K00962_downstream.h2_1	K00962_downstream	(0.4,0.44]	(41,46]	100.16	1.4084507042253522	0.170942	27	75	68.21	26	69.33333333333334	2.5	6	9.615384615384617	23.076923076923077
K08973_upstream.h1_4.h1_5	K08973_upstream	(0.36,0.4]	(54,63]	8.93	10	0.954745	21	71	83.56	17	47.88732394366197	0.4	2	2.3529411764705883	11.76470588235294
K02707_downstream.h2_1.h2_4	K02707_downstream	(0.4,0.44]	(46,54]	5.52	7.0588235294117645	0	19	120	74.34	15	25	1.5	1	10	6.666666666666667
K02234_upstream.h1_1	K02234_upstream	(0.4,0.44]	(46,54]	27.97	1.1764705882352942	2.93438	6	34	67.93	12	70.58823529411765	0.2	2	1.6666666666666667	16.666666666666664
K01589_downstream.h2_3	K01589_downstream	(0.4,0.44]	(46,54]	37.67	1.1764705882352942	4.92956	24	83	83.73	28	67.46987951807229	1.4	2	5	7.142857142857142
K01755_downstream.h1_3	K01755_downstream	(0.4,0.44]	(54,63]	21.17	6.666666666666667	0.998776	31	36	72.62	9	50	0.3	2	3.3333333333333335	22.22222222222222
K02697_downstream.h1_1	K02697_downstream	(0.4,0.44]	(46,54]	17.31	2.3529411764705883	7.82714	10	38	82.4	16	84.21052631578947	0.1	2	0.625	12.5
K01652_downstream.h1_3	K01652_downstream	(0.4,0.44]	(41,46]	27.48	1.4084507042253522	4.4879e-13	15	51	52.02	20	78.43137254901961	3.6	3	18	15
K02699_downstream.h2_4	K02699_downstream	(0.36,0.4]	(46,54]	87.23	2.7777777777777777	3.12527	28	98	47.48	18	36.734693877551024	5.2	8	28.888888888888893	44.44444444444444
K00276_upstream.h1_1	K00276_upstream	(0.4,0.44]	(54,63]	21.94	6.666666666666667	2.97033	5	37	69.46	15	81.08108108108108	0.1	0	0.6666666666666667	0
K03320_downstream.h2_1	K03320_downstream	(0.4,0.44]	(46,54]	171.5	1.1764705882352942	4.98386	53	73	50.64	9	24.65753424657534	3.1	7	34.44444444444444	77.77777777777779
K03696_downstream.h1_1	K03696_downstream	(0.4,0.44]	(46,54]	133.88	1.1764705882352942	5.86063	65	32	67	12	75	4	6	33.33333333333333	50
K02863_downstream.h2_1.h2_4	K02863_downstream	(0.4,0.44]	(54,63]	111.22	3.3333333333333335	3.04887	180	149	50.59	12	16.10738255033557	4.1	4	34.166666666666664	33.33333333333333
K00088_downstream.h2_2	K00088_downstream	(0.4,0.44]	(46,54]	71.26	1.1764705882352942	2.86994	96	54	68.8	12	44.44444444444444	1.9	5	15.833333333333332	41.66666666666667
K10255_upstream.h1_2	K10255_upstream	(0.4,0.44]	(46,54]	155.4	1.1764705882352942	5.20148	22	48	49.63	19	79.16666666666666	4.9	14	25.789473684210527	73.68421052631578
K07738_upstream.h1_2.h1_4.h1_5	K07738_upstream	(0.4,0.44]	(46,54]	81.01	1.1764705882352942	3.00752	38	82	67.04	19	46.34146341463415	3.9	7	20.526315789473685	36.84210526315789
K01736_upstream.h1_1.h2_1.h1_5	K01736_upstream	(0.4,0.44]	(54,63]	95.99	3.3333333333333335	0.109751	40	104	69.65	13	25	3.2	6	24.615384615384617	46.15384615384615
K09012_upstream.h1_1	K09012_upstream	(0.44,0.48]	(54,63]	142.57	3.225806451612903	7.62951e-8	114	37	67.23	8	43.24324324324324	1	2	12.5	25
